id,title,authors,publisher,publish_date,page_count,categories,ISBN,imageLink,description
6ZORKhSLvz0C,On Shmuel Hugo Bergman's Philosophy,Abraham Zvie Bar-On,Rodopi,1986,134,"Bergman, Shemu·el Hugo - Philosophie",9789062039470,http://books.google.com/books/content?id=6ZORKhSLvz0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,Also published as Vol. 24 in Grazer Philosophische Studien
CTyPQqvgHnUC,Victor Hugo and the Romantic Drama,Albert W. Halsall,University of Toronto Press,1998-01-01,251,Literary Criticism,9780802043221,http://books.google.com/books/content?id=CTyPQqvgHnUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"In this book, Albert W. Halsall presents the first complete treatment in English of Hugo's plays - a history, plot summary, and detailed analysis of all the dramas, from Cromwel and Torquemada to the juvenilia and the epic melodrama Les Burgraves."
ETm5lobSLp4C,Hugo Dworzak: works,Hugo Dworzak,Servicio Publicaciones ETSA,1998-01-01,47,Education,9788489713161,http://books.google.com/books/content?id=ETm5lobSLp4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,
9sgVxvjlJFUC,Character and Meaning in the Novels of Victor Hugo,Isabel Roche,Purdue University Press,2007,242,Literary Criticism,9781557534385,http://books.google.com/books/content?id=9sgVxvjlJFUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"While Victor Hugo's lasting appeal as a novelist can in large part be attributed to the unforgettable characters that he created, character has been paradoxically the most criticized and least understood element of his fiction. Character and Meaning in the Novels of Victor Hugo provides readers with a deeper understanding of the complexities and nuances that characterize both Hugo's novel writing and the nineteenth-century French novel, and will thus appeal to the specialist and non-specialist alike."
TbhgDQAAQBAJ,Algorithms: Design Techniques and Analysis,M. H. Alsuwaiyel,World Scientific,1999,523,Mathematics,9789812386397,http://books.google.com/books/content?id=TbhgDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Problem solving is an essential part of every scientific discipline. It has two components: (1) problem identification and formulation, and (2) solution of the formulated problem. One can solve a problem on its own using ad hoc techniques or follow those techniques that have produced efficient solutions to similar problems. This requires the understanding of various algorithm design techniques, how and when to use them to formulate solutions and the context appropriate for each of them. This book advocates the study of algorithm design techniques by presenting most of the useful algorithm design techniques and illustrating them through numerous examples. Contents: Basic Concepts and Introduction to Algorithms: Basic Concepts in Algorithmic Analysis; Mathematical Preliminaries; Data Structures; Heaps and the Disjoint Sets Data Structures; Techniques Based on Recursion: Induction; Divide and Conquer; Dynamic Programming; First-Cut Techniques: The Greedy Approach; Graph Traversal; Complexity of Problems: NP-Complete Problems; Introduction to Computational Complexity; Lower Bounds; Coping with Hardness: Backtracking; Randomized Algorithms; Approximation Algorithms; Iterative Improvement for Domain-Specific Problems: Network Flow; Matching; Techniques in Computational Geometry: Geometric Sweeping; Voronoi Diagrams. Readership: Senior undergraduates, graduate students and professionals in software development."
7XUSn0IKQEgC,The Algorithm Design Manual,Steven S Skiena,Springer Science & Business Media,2009-04-05,730,Computers,9781848000704,http://books.google.com/books/content?id=7XUSn0IKQEgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This newly expanded and updated second edition of the best-selling classic continues to take the ""mystery"" out of designing algorithms, and analyzing their efficacy and efficiency. Expanding on the first edition, the book now serves as the primary textbook of choice for algorithm design courses while maintaining its status as the premier practical reference guide to algorithms for programmers, researchers, and students. The reader-friendly Algorithm Design Manual provides straightforward access to combinatorial algorithms technology, stressing design over analysis. The first part, Techniques, provides accessible instruction on methods for designing and analyzing computer algorithms. The second part, Resources, is intended for browsing and reference, and comprises the catalog of algorithmic resources, implementations and an extensive bibliography. NEW to the second edition: • Doubles the tutorial material and exercises over the first edition • Provides full online support for lecturers, and a completely updated and improved website component with lecture slides, audio and video • Contains a unique catalog identifying the 75 algorithmic problems that arise most often in practice, leading the reader down the right path to solve them • Includes several NEW ""war stories"" relating experiences from real-world applications • Provides up-to-date links leading to the very best algorithm implementations available in C, C++, and Java"
wonrLjj2GagC,Introduction to Genetic Algorithms,"S.N. Sivanandam,S. N. Deepa",Springer Science & Business Media,2007-10-24,442,Mathematics,9783540731900,http://books.google.com/books/content?id=wonrLjj2GagC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This book offers a basic introduction to genetic algorithms. It provides a detailed explanation of genetic algorithm concepts and examines numerous genetic algorithm optimization problems. In addition, the book presents implementation of optimization problems using C and C++ as well as simulated solutions for genetic algorithm problems using MATLAB 7.0. It also includes application case studies on genetic algorithms in emerging fields."
B11q4S2Ls0wC,Music-Inspired Harmony Search Algorithm: Theory and Applications,Zong Woo Geem,Springer Science & Business Media,2009-05-12,206,Mathematics,9783642001840,http://books.google.com/books/content?id=B11q4S2Ls0wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Calculus has been used in solving many scientific and engineering problems. For optimization problems, however, the differential calculus technique sometimes has a drawback when the objective function is step-wise, discontinuous, or multi-modal, or when decision variables are discrete rather than continuous. Thus, researchers have recently turned their interests into metaheuristic algorithms that have been inspired by natural phenomena such as evolution, animal behavior, or metallic annealing. This book especially focuses on a music-inspired metaheuristic algorithm, harmony search. Interestingly, there exists an analogy between music and optimization: each musical instrument corresponds to each decision variable; musical note corresponds to variable value; and harmony corresponds to solution vector. Just like musicians in Jazz improvisation play notes randomly or based on experiences in order to find fantastic harmony, variables in the harmony search algorithm have random values or previously-memorized good values in order to find optimal solution."
vlhLAobsK68C,Genetic Algorithms + Data Structures = Evolution Programs,"Z. Michalewicz,Zbigniew Michalewicz",Springer Science & Business Media,1996,387,Business & Economics,9783540606765,http://books.google.com/books/content?id=vlhLAobsK68C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"The importance of these techniques is still growing, since evolution programs are parallel in nature, and parallelism is one of the most promising directions in computer science."
McPJt_eBgnoC,Design And Analysis Of Algorithms,A.A.Puntambekar,Technical Publications,2010,376,Computer algorithms,9788184317787,http://books.google.com/books/content?id=McPJt_eBgnoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,
PoFhqLv7hfYC,"Algorithm Theory - SWAT '92: Third Scandinavian Workshop on Algorithm Theory, Helsinki, Finland, July 8-10, 1992. Proceedings","Otto Nurmi,Esko Ukkonen",Springer Science & Business Media,1992-06-24,433,Computers,9783540557067,http://books.google.com/books/content?id=PoFhqLv7hfYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"The papers in this volume were presented at SWAT 92, the Third Scandinavian Workshop on Algorithm Theory. The workshop, which continues the tradition ofSWAT 88, SWAT 90, and the Workshop on Algorithms and Data Structures (WADS 89, WADS 91), is intended as an international forum for researchers in the area of design and analysis of algorithms. The volume contains invited papers by L.G. Valiant (Direct bulk-synchronous parallel algorithms), A.A. Razborov (On small depth threshold circuits), G. Gonnet (Efficient two-dimensional searching), and E. Welzl (New results on linear programming and related problems), together with 34 selected contributed papers. Contributions cover algorithms and data structures in all areas, including combinatorics, computational geometry, data bases, parallel and distributed computing, and graphics."
LVQhHgKXfrUC,The EM Algorithm and Related Statistical Models,"Michiko Watanabe,Kazunori Yamaguchi",CRC Press,2003-10-15,250,Mathematics,9780203913055,http://books.google.com/books/content?id=LVQhHgKXfrUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Exploring the application and formulation of the EM algorithm, The EM Algorithm and Related Statistical Models offers a valuable method for constructing statistical models when only incomplete information is available, and proposes specific estimation algorithms for solutions to incomplete data problems. The text covers current topics including statistical models with latent variables, as well as neural network models, and Markov Chain Monte Carlo methods. It describes software resources valuable for the processing of the EM algorithm with incomplete data and for general analysis of latent structure models of categorical data, and studies accelerated versions of the EM algorithm."
HbnsL40u0wAC,"Algorithm Theory - SWAT'98: 6th Scandinavian Workshop on Algorithm Theory, Stockholm, Sweden, July 8-10, 1998, Proceedings","Stefan Arnborg,Lars Ivansson,G. Goos,Jan Van Leeuwen,J. Hartmanis",Springer Science & Business Media,1998-06-24,346,Computers,9783540646822,http://books.google.com/books/content?id=HbnsL40u0wAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This book constitutes the refereed proceedings of the 6th Scandinavian Workshop on Algorithm Theory, SWAT'98, held in Stockholm, Sweden, in July 1998. The volume presents 28 revised full papers selected from 56 submissions; also included are three invited contributions. The papers present original research on algorithms and data structures in various areas including computational geometry, parallel and distributed systems, graph theory, approximation, computational biology, queueing, Voronoi diagrams, and combinatorics in general."
OsZNXfHW9SMC,"Metamorphoses of the Vampire in Literature and Film: Cultural Transformations in Europe, 1732-1933",Erik Butler,Camden House,2010,225,Literary Criticism,9781571134325,http://books.google.com/books/content?id=OsZNXfHW9SMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,The first study to propose a unifying logic underlying the many and varied representations of the vampire in literature and culture.
eZ8MX4OUu2IC,"The Lure of the Vampire: Gender, Fiction and Fandom from Bram Stoker to Buffy",Milly Williamson,Wallflower Press,2005,213,Performing Arts,9781904764403,http://books.google.com/books/content?id=eZ8MX4OUu2IC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,This title explores the enduring myth of Dracula and vampires and just why it has remained so popular for so long.
_lwoAYbG9_cC,The Blood of the Vampire,"Florence Marryat,Greta Depledge",Victorian Secrets,2010,215,Fiction,9781906469160,http://books.google.com/books/content?id=_lwoAYbG9_cC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This scholarly edition of Florence Marryat's 1897 novel includes a critical introduction by Greta Depledge, suggestions for further reading, explanatory notes and contextual material on female sexuality, hysteria, race, eugenics, and the occult."
OjgSBgAAQBAJ,Interview With The Vampire: Number 1 in series,Anne Rice,Hachette UK,2015-01-29,320,Fiction,9780751561623,http://books.google.com/books/content?id=OjgSBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"From #1 New York Times bestselling author Anne Rice, this sensuously written spellbinding classic remains 'the most successful vampire story since Bram Stoker's Dracula' (The Times) In a darkened room a young man sits telling the macabre and eerie story of his life - the story of a vampire, gifted with eternal life, cursed with an exquisite craving for human blood. Anne Rice's compulsively readable novel is arguably the most celebrated work of vampire fiction since Bram Stoker's Dracula was published in 1897. When Interview with the Vampire was originally published the Washington Post said it was: called Interview with the Vampire a 'thrilling, strikingly original work of the imagination . . . sometimes horrible, sometimes beautiful, always unforgettable'. Now, more than forty years since its release, Anne Rice's masterpiece is more beloved than ever."
x58UH6xvbcMC,The Universal Vampire: Origins and Evolution of a Legend,"Barbara Brodman,James E. Doan",Rowman & Littlefield,2013,249,Literary Collections,9781611475807,http://books.google.com/books/content?id=x58UH6xvbcMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This book presents the vampire as a truly international phenomenon, not restricted to the original folk character, the literary vampire (such as Dracula), or 20th and 21st-century film versions. Instead, we find examples of vampires from literally around the world: each culture and age reshaping the legend in its own image and even seeking psychological and scientific explanations to explain the phenomenon."
uIkfBgAAQBAJ,Vampire Legends in Contemporary American Culture: What Becomes a Legend Most,William Patrick Day,University Press of Kentucky,2015-01-13,204,Social Science,9780813148120,http://books.google.com/books/content?id=uIkfBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"While vampire stories have been part of popular culture since the beginning of the nineteenth century, it has been in recent decades that they have become a central part of American culture. Vampire Legends in Contemporary American Culture looks at how vampire stories -- from Bram Stoker's Dracula to Blacula, from Bela Lugosi's films to Love at First Bite -- have become part of our ongoing debate about what it means to be human. William Patrick Day looks at how writers and filmmakers as diverse as Anne Rice and Andy Warhol present the vampire as an archetype of human identity, as well as how many post-modern vampire stories reflect our fear and attraction to stories of addiction and violence. He argues that contemporary stories use the character of Dracula to explore modern values, and that stories of vampire slayers, such as the popular television series Buffy the Vampire Slayer, integrate current feminist ideas and the image of the Vietnam veteran into a new heroic version of the vampire story."
HylNHgasZtgC,Vampires: The Occult Truth,Konstantinos,Llewellyn Worldwide,1996,194,Fiction,9781567183801,http://books.google.com/books/content?id=HylNHgasZtgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Tales of mysterious blood drinkers & life-stealing phantoms have fascinated & terrified people from all over the world for centuries. What is the truth behind the legends of the undead? For the first time ever, here is convincing evidence that vampires really exist- & that the actual truth about vampires is stranger than anything you may have read, heard or dreamed about! Vampires: The Occult Truth contains first-hand accounts of encounters with vampires & vampirism of all types-the ancient undead of folklore, contemporary mortal blood drinkers who believe themselves to be vampires, & the most dangerous of all: psychic vampires who intentionally drain the life force from their victims. Vampires is the first book to consider vampires from an occultists point of view, & to present solid esoteric theories to explain their existence. Youll read case histories of real modern & historical contacts with vampires & victims of vampirism-including those personally encountered by the author himself- & youll learn a simple yet powerful technique that will protect you from attacks by psych."
DxxjYgjepRMC,The Vampire in Nineteenth Century English Literature,"Carol A. Senf,Carol E. Senf",Popular Press,1988,204,Literary Criticism,9780879724245,http://books.google.com/books/content?id=DxxjYgjepRMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Carol A. Senf traces the vampire’s evolution from folklore to twentieth-century popular culture and explains why this creature became such an important metaphor in Victorian England. This bloodsucker who had stalked the folklore of almost every culture became the property of serious artists and thinkers in Victorian England, including Charlotte and Emily Brontë, George Eliot, Charles Dickens, Karl Marx, and Friedrich Engels. People who did not believe in the existence of vampires nonetheless saw numerous metaphoric possibilities in a creature from the past that exerted pressure on the present and was often threatening because of its sexuality."
Bz83hzRnri8C,Vampire Nation,Arlene Russo,Llewellyn Worldwide,2008,216,"Body, Mind & Spirit",9780738714561,http://books.google.com/books/content?id=Bz83hzRnri8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Do vampires exist among us? Of course. For centuries, an underground society of vampires has thrived in darkness, hidden from the public gaze and forever shrouded in secrecy—until now. Plunge deep into the heart of vampirism as renowned vampire expert Arlene Russo dispels centuries-old myths and unearths shocking revelations, from the startling discovery that Prince Charles is a direct descendant of Vlad the Impaler to the fascinating evidence that Robin Hood was a vampire. Be entranced by dozens of true accounts, real-life stories, and candid interviews with actual vampires who reveal their strange rituals and intriguing practices. Sink your teeth into the truth as you learn how modern-day vampires feed on blood and psychic energy, how they awaken to their true nature, where they live, and a horde of other chilling facts that will leave you beguiled and begging for more. ""We vampires are here. And we have been watching you humans for quite some time . . ."""
PpTWQDc0dqEC,The Vampire: A Casebook,Alan Dundes,Univ of Wisconsin Press,1998-10-15,192,Fiction,9780299159238,http://books.google.com/books/content?id=PpTWQDc0dqEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Vampires are the most fearsome and fascinating of all creatures of folklore. For the first time, detailed accounts of the vampire and how its tradition developed in different cultures are gathered in one volume by eminent folklorist Alan Dundes. Eleven leading scholars from the fields of Slavic studies, history, anthropology, and psychiatry unearth the true nature of the vampire from its birth in graveyard lore to the modern-day psychiatric patient with a penchant for drinking blood. The Vampire: A Casebook takes this legend out of the realm of literature and film and back to its dark beginnings in folk traditions. The essays examine the history of the word “vampire;” Romanian vampires; Greek vampires; Serbian vampires; the physical attributes of vampires; the killing of vampires; and the possible psychoanalytic underpinnings of vampires. Much more than simply a scary creature of the human imagination, the vampire has been and continues to haunt the lives of all those who encounter it—in reality or in fiction."
NJRz2WPFsFsC,Jules Verne: Journeys in Writing,Timothy A. Unwin,Liverpool University Press,2005,242,Literary Criticism,9780853234685,http://books.google.com/books/content?id=NJRz2WPFsFsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"A hundred years after his death, Jules Verne (1828-1905) has in the popular imagination become synonymous with prediction of the future. Yet the actual texts of Verne's major novels (the vast series known as the Voyages extraordinaires) still remain unknown to many. In the English-speaking world, translations of Verne's best-known novels (Around the World in Eighty Days, Twenty Thousand Leagues under the Seas, Journey to the Centre of the Earth, From the Earth to the Moon) have often contained wholesale distortions of his plots and characters, and the popular (and false) image of Verne as a foreteller of the future often comes not through what he actually wrote, but through films and other adaptations of his work. It is against this background of misrepresentation and misconception that the present study has been produced. Verne was, Unwin argues, a master of the self-conscious novel, his work a pastiche of science discourse, fictional and non-fictional writings, and flamboyant, theatrical narrative. Unwin makes a compelling case for Verne as a master of the nineteenth-century experimental novel, in the company of Gustave Flaubert and other canonical French writers. The text will be a wonderful addition to the shelves of those interested in science fiction, experimental writing, and critical theory."
15dUa_WG-h4C,Jules Verne: Narratives of Modernity,Edmund J. Smyth,Liverpool University Press,2000,160,Literary Criticism,9780853237044,http://books.google.com/books/content?id=15dUa_WG-h4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This collection of essays reflect the diversity of approaches currently being brought to bear on the writings of Jules Verne. ""An indispensable book for those who want to see how far we have come along the path toward a better understanding of Verne.""—Science Fiction Studies"
Dfa6_7WBwBcC,Lordsburg/La Verne: In Southern California,Marlin L. Heckman,Arcadia Publishing,1999,128,History,9780738502496,http://books.google.com/books/content?id=Dfa6_7WBwBcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"From the 1890s through the 1920s, the postcard was an extraordinarily popular means of communication, and many of the postcards produced during this ""golden age"" can today be considered works of art. Postcard photographers traveled the length and breadth of the nation snapping photographs of busy street scenes, documenting local landmarks, and assembling crowds of local children only too happy to pose for a picture. These images, printed as postcards and sold in general stores across the country, survive as telling reminders of an important era in America's history. This fascinating history of Lordsburg and La Verne, California, showcases more than 200 of the best vintage postcards available."
2_OflXjThdIC,Around the World in Eighty Days,Jules Verne,Scholastic Inc.,1990-03,237,Fiction,9780590430531,http://books.google.com/books/content?id=2_OflXjThdIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"In 1872 Phileas Fogg wins a bet by traveling around the world in seventy-nine days, twenty-three hours, and fifty-seven minutes."
cBlCGMvqfSwC,Jules Verne Rediscovered: Didacticism and the Scientific Novel,Arthur B. Evans,Greenwood Publishing Group,1988,199,Literary Criticism,9780313260766,http://books.google.com/books/content?id=cBlCGMvqfSwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This brilliant study of Verne's three cycles (1850-62, 1862-86, 1886-1916) analyzes the works from a biographical, sociohistorical, ideological, and narratological point of view. With a deep focus on Verne's pedagogical slant, Evans demonstrates convincingly the parallels between the French author's aim to `de-alienate' science and his aim to valorize learning, knowledge, and reading (his heroes conquer more knowledge for themselves and for the world). Choice This first modern American study of Jules Verne offers a wide-ranging reappraisal of a very familiar but often misunderstood author and his works. In spite of his status as one of the most translated novelists of all time, Verne and his Voyages Extraordinaires have long been neglected in American literary scholarship. This book seeks to reaffirm Verne's significant contribution to the development of early science fiction through a detailed investigation of his romans scientifiques. Evans has focused his study on the didactic dimension of Verne's narratives, which were originally intended to teach the rudements of science and morality to French youth through the medium of popular fiction."
STfwo6ftR-QC,University of La Verne,Marlin Heckman,Arcadia Publishing,2001-03,128,History,9780738508207,http://books.google.com/books/content?id=STfwo6ftR-QC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"In October 1891, Lordsburg College opened its doors to some 65 students in an unused, land-boom hotel in the new town of Lordsburg, California. As the decades passed, the college became one of the most prestigious institutions of Southern California. Detailed here in over 200 vintage images is the history of the University of La Verne, from its first degree granted in 1914, to the eve of its 110th anniversary. Described in its alma mater as ""a dear favored spot, that shall ne'er be forgot,"" the University of La Verne has seen 3 name changes, 17 presidents, and over 40,000 alumni. The photographs in this volume chronicle the history of this grand institution, from the earliest buildings and dirt basketball courts of the late 19th century, to the new 2001 law school and wooden floors of the Supertents. Filled with diverse images from the University Archives, author Marlin Heckman compiles a visual heritage of the school that can be recognized by students and alumni alike, including the Women's Glee Club of the 30s, the origins of Build La Verne Day, Founders Hall, painting The Rock, and even Leo the Mascot."
OInYBAAAQBAJ,Jules Verne's Scotland: In Fact and Fiction,Ian Thompson,Luath Press Ltd,2014-01-31,256,Biography & Autobiography,9781909912816,http://books.google.com/books/content?id=OInYBAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This book weaves in all the reasons why the residents of Scotland love to live here; landscape, beautiful scenery, an air of mystery and the great history of the land. Thompson conveys Verne's deep fascination with Scotland and takes the reader on a journey with Verne from his beloved Heart of Midlothian' to exploring in the Highlands. This book also explains how Verne's love for Scotland flooded into his literature. Jules Verne, pioneer in the science fiction genre, wrote world- famous books including Journey to the Centre of the Earth and Around the World in 80 Days. His literary legacy is still celebrated today, his books have scarcely been out of print and have spawned a host of films and TV adaptations.BACK COVER I still see, as in a vision, beautiful picturesque Edinburgh, with its Heart of Midlothian, and many entrancing memories; the Highlands, world-forgotten Iona, and the wild Hebrides. JULES VERNE, 1895Jules Verne's first visit to Scotland lasted a mere five days, but that was enough to instil within him a lifelong passion for the small country; a passion which had a profound impact on his literary work and fuelled his creative imagination. Two journeys, 20 years apart, and five novels set partly or wholly in Scotland, show how the influence of the country rippled all the way through his life.Jules Verne's Scotland guides the reader through Verne's journeys, first in 1859 and again in 1879, where he witnessed the majesty of Edinburgh and the industrial buzz of Glasgow together with the unspoilt beauty of the Highlands and Islands. As well as providing insights into Verne's travels in Scotland, Ian Thompson provides analysis of novels such as The Underground City and The Green Ray that immortalise Scotland in their pages. Thompson evokes the history of the land, the rugged scenery and the enduring spirit of Scotland, which remained in Verne's memory all his life and was evoked with passion in his storytelling."
W1TADwAAQBAJ,Prospecting Ocean,Stefanie Hessler,MIT Press,2019-12-17,240,Art,9780262043274,http://books.google.com/books/content?id=W1TADwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Investigating the entanglement of industry, politics, culture, and economics at the frontier of ocean excavations through an innovative union of art and science. The oceans are crucial to the planet's well-being. They help regulate the global carbon cycle, support the resilience of ecosystems, and provide livelihoods for communities. The oceans as guardians of planetary health are threatened by many forces, including growing extractivist practices. Through the innovative lens of artistic research, Prospecting Ocean investigates the entanglement of industry, politics, culture, and economics at the frontier of ocean excavation. The result is a richly illustrated study that unites science and art to examine the ecological, cultural, philosophical, and aesthetic reverberations of this current threat to the oceans. Prospecting Oceans takes as its starting point an exhibition by the photographer and filmmaker Armin Linke, which was commissioned by TBA21–Academy, London, and first shown at the Institute of Marine Science (CNR-ISMAR) in Venice. Linke is concerned with making the invisible visible, and here he unmasks the technologies that enable extractions from the ocean, including future seabed mining for minerals and sampling of genetic data. But the book extends far beyond Linke's research, presenting the latest research from a variety of fields and employing art as the place where disciplines can converge. Integrating the work of artists with scientific, theoretical, and philosophical analysis, Prospecting Ocean demonstrates that visual culture offers new and urgent perspectives on ecological crises."
u1rXKH-SRHYC,Alien Ocean: Anthropological Voyages in Microbial Seas,Stefan Helmreich,Univ of California Press,2009-01-05,422,Social Science,9780520942608,http://books.google.com/books/content?id=u1rXKH-SRHYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Alien Ocean immerses readers in worlds being newly explored by marine biologists, worlds usually out of sight and reach: the deep sea, the microscopic realm, and oceans beyond national boundaries. Working alongside scientists at sea and in labs in Monterey Bay, Hawai'i, the Woods Hole Oceanographic Institution, and the Sargasso Sea and at undersea volcanoes in the eastern Pacific, Stefan Helmreich charts how revolutions in genomics, bioinformatics, and remote sensing have pressed marine biologists to see the sea as animated by its smallest inhabitants: marine microbes. Thriving in astonishingly extreme conditions, such microbes have become key figures in scientific and public debates about the origin of life, climate change, biotechnology, and even the possibility of life on other worlds."
1aXRZH6bwuoC,World Ocean Atlas: 1994 Nutrients,"Margarita E. Conkright,Syndey Levitus,Timothy P. Boyer",DIANE Publishing,1994-07-01,150,Reference,9780788130762,http://books.google.com/books/content?id=1aXRZH6bwuoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This atlas contains maps of phosphate, nitrate and silicate at selected standard levels of the world ocean in a one-degree grid. The fields used to generate these maps were computed by objective historical data. Maps for all-data annual composing periods are presented. Data distribution maps are presented for various composting periods. Basin zonal averages and basin volume averages are computed form these objectively analyzed fields and presented in the form of figures and tables."
cDD_4xDoiOEC,Integrated Coastal and Ocean Management: Concepts And Practices,"Biliana Cicin-Sain,Robert W. Knecht,Dosoo Jang,Gregory W. Fisk,University of Delaware. Center for the Study of Marine Policy,Intergovermental Oceanographic Commission,Unesco,University of Delaware. College of Marine Studies",Island Press,1998-03-01,517,Nature,9781559636049,http://books.google.com/books/content?id=cDD_4xDoiOEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Biliana Cicin-Sain and Robert W. Knecht are co-directors of the Center for the Study of Marine Policy at the University of Delaware in Newark, Delaware and co-authors of The Future of U.S. Ocean Policy (Island Press, 1998)."
UYk7UE6Cov8C,Temperature-Salinity Analysis of World Ocean Waters,O.I. Mamayev,Elsevier,2010-05-22,373,Science,9780080870472,http://books.google.com/books/content?id=UYk7UE6Cov8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,Temperature-Salinity Analysis of World Ocean Waters
y3B2FYv8TqQC,Ocean Disposal of Wastewater,"Ian R. Wood,Robert G. Bell,D. L. Wilkinson",World Scientific,1993,464,Science,9789812796028,http://books.google.com/books/content?id=y3B2FYv8TqQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This book offers a comprehensive study on the subject of ocean disposal of treated and untreated sewage waste. The early chapters cover the philosophy of outfall design, properties of sewage from developed towns and an overview of water quality regulations in New Zealand, Great Britain and the U.S. Alternative ways of satisfying these regulations are discussed. The book also provides information required to design outfall pipelines and diffusers."
NDtCISiFS8IC,Coral Reefs of the Indian Ocean: Their Ecology and Conservation,"T. R. McClanahan,C. R. C. Sheppard,D. O. Obura",Oxford University Press,2000-10-12,552,Science,9780195352177,http://books.google.com/books/content?id=NDtCISiFS8IC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Coral reefs are among Earth's most diverse, productive, and beautiful ecosystems, but until recently, their ecology and the means to manage them have been poorly understood and documented. In response to the inadequate information base for coral reefs, this book reviews the ecological and conservation status of coral reefs of the Western Indian Ocean, bringing together presentations of the region's leading scientists and managers working on coral reefs. Coral Reefs of the Indian Ocean: Their Ecology and Conservation starts with a general overview of the biogeography of the region and a historical account of attempts to conserve this ecosystem. It goes on to describe the state of the reefs in each of the countries with coral reefs, and it concludes with a series of management case studies. The book also summarizes most of the existing ecological information on reefs in this region and efforts at management, making it useful for students, teachers, and investigators interested in tropical or marine ecology, conservation biology and management, and environmental sciences."
0tWMtRLaZOEC,Food: The History of Taste,"Paul Freedman,Professor Paul Freedman",Univ of California Press,2007,368,Cooking,9780520254763,http://books.google.com/books/content?id=0tWMtRLaZOEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This richly illustrated book applies the discoveries of the new generation of food historians to the pleasures of dining and the culinary accomplishments of diverse civilizations, past and present. Freedman gathers essays by French, German, Belgian, American, and British historians to present a comprehensive, chronological history of taste."
